"Name","AnimalType","AgeinDays","HasName","Hour","Minute","Weekday","Day","Month","Year","TimeofDay","ColorComplexity","BreedComplexity","IsMix","SimpleBreed","SimpleColor","Intact","Sex","LifeStage","OutcomeType"
"Kitkat","Cat","60",1,11,12,"2",8,"7","2014","night","18","22",1,"Domestic Shorthair","Orange",0,"Female","baby","Adoption"
"Curry","Cat","30",1,14,38,"7",26,"7","2015","midday","5","22",1,"Domestic Shorthair","Black",1,"Male","baby","Transfer"
"Jake","Dog","730",1,18,1,"5",11,"7","2014","lateday","11","25",1,"Australian Cattle Dog","Black",1,"Male","adult","Euthanasia"
"Milo","Dog","2920",1,14,39,"6",7,"2","2015","midday","11","22",0,"Parson Russell Terrier","White",0,"Male","adult","Adoption"
"Nameless","Cat","1825",0,12,2,"6",4,"7","2015","midday","17","22",1,"Domestic Shorthair","Brown",1,"Male","adult","Euthanasia"
"Lisa","Cat","60",1,12,47,"4",9,"7","2015","midday","11","24",1,"Domestic Medium Hair","Black",0,"Female","baby","Adoption"
"Nameless","Dog","60",0,18,54,"2",16,"12","2014","lateday","11","19",1,"German Shepherd","Brown",1,"Male","baby","Adoption"
"Sunshine","Dog","730",1,12,2,"2",11,"11","2014","midday","9","23",1,"Chihuahua Shorthair","Tan",0,"Female","adult","Transfer"
"Louise","Dog","730",1,14,58,"3",9,"4","2014","midday","9","28",1,"Catahoula","White",1,"Female","adult","Transfer"
"Porka","Cat","1825",1,11,43,"5",4,"9","2015","night","5","22",1,"Domestic Shorthair","Black",0,"Female","adult","Return_to_owner"
"Dutchess","Cat","60",1,14,49,"5",6,"11","2015","midday","10","22",1,"Domestic Shorthair","Blue",0,"Female","baby","Adoption"
"Bella","Dog","120",1,15,47,"1",6,"7","2015","midday","11","19",1,"German Shepherd","Brown",1,"Female","baby","Transfer"
"Gunther","Dog","30",1,17,6,"5",23,"5","2014","lateday","15","19",1,"English Pointer","White",0,"Male","baby","Adoption"
"Trixie","Dog","1095",1,17,31,"6",13,"12","2014","lateday","9","21",1,"Yorkshire Terrier","Black",0,"Female","adult","Return_to_owner"
"Emmy Lou","Dog","365",1,11,45,"2",15,"9","2015","night","11","12",1,"Shih Tzu","White",1,"Female","baby","Transfer"
"Nameless","Dog","1460",0,15,39,"1",20,"4","2015","midday","6","22",1,"Labrador Retriever","Yellow",0,"Male","adult","Return_to_owner"
"Snoopy","Cat","5475",1,11,24,"1",17,"2","2014","night","16","22",1,"Domestic Shorthair","Blue",0,"Male","adult","Euthanasia"
"Nameless","Dog","730",0,15,16,"4",5,"12","2013","midday","3","22",1,"Labrador Retriever","Tan",1,"Male","adult","Euthanasia"
"Juno","Dog","730",1,17,22,"6",31,"1","2015","lateday","11","9",1,"Boxer","Brown",0,"Female","adult","Adoption"
"She-Ra","Dog","365",1,14,15,"1",18,"8","2014","midday","11","20",1,"American Bulldog","White",0,"Female","baby","Adoption"
"Hank","Dog","730",1,18,44,"2",26,"5","2015","lateday","9","17",1,"Redbone Hound","Black",0,"Male","adult","Adoption"
"Lucy","Dog","4380",1,17,42,"6",9,"11","2013","lateday","14","28",1,"Catahoula","Blue",0,"Female","adult","Return_to_owner"
"Chacota","Dog","60",1,14,55,"7",14,"12","2014","midday","13","33",1,"Labrador Retriever","Brown",1,"Male","baby","Transfer"
"Nameless","Dog","730",0,18,24,"5",16,"1","2015","lateday","9","39",1,"Australian Shepherd","Black",0,"Male","adult","Adoption"
"Coco","Dog","730",1,16,8,"1",7,"4","2014","lateday","11","25",1,"Australian Cattle Dog","Brown",0,"Female","adult","Adoption"
"Ruby","Dog","730",1,18,23,"5",1,"5","2015","lateday","4","25",1,"Australian Cattle Dog","Buff",0,"Female","adult","Return_to_owner"
"Yaya Annie","Cat","365",1,15,10,"7",27,"9","2015","midday","6","20",0,"Domestic Medium Hair","Torbie",0,"Female","baby","Adoption"
"White Snake","Cat","270",1,11,48,"2",4,"3","2014","night","5","22",1,"Domestic Shorthair","White",0,"Female","baby","Adoption"
"Romer","Dog","120",1,18,27,"7",27,"9","2015","lateday","8","13",1,"Blue Lacy","Blue",0,"Male","baby","Adoption"
"Mancha","Dog","2555",1,17,8,"2",17,"6","2014","lateday","8","15",1,"Rat Terrier","Tricolor",0,"Male","adult","Return_to_owner"
"Brown Butt","Dog","270",1,18,4,"7",25,"10","2015","lateday","11","10",0,"Great Dane","White",0,"Male","baby","Return_to_owner"
"Norman","Cat","2920",1,17,17,"4",11,"2","2016","lateday","18","22",1,"Domestic Shorthair","Orange",0,"Male","adult","Adoption"
"Nameless","Cat","6",0,14,9,"5",2,"1","2015","midday","5","22",1,"Domestic Shorthair","Black",1,"Female","baby","Transfer"
"Charlie","Dog","1095",1,16,8,"1",21,"7","2014","lateday","8","16",1,"Basset Hound","Tricolor",0,"Male","adult","Return_to_owner"
"Little Bit","Dog","365",1,12,23,"2",16,"12","2014","midday","3","40",1,"Cardigan Welsh Corgi","Tan",0,"Female","baby","Adoption"
"Sky","Dog","120",1,13,28,"5",7,"11","2014","midday","19","15",1,"Plott Hound","Brown",0,"Female","baby","Transfer"
"Nameless","Cat","28",0,17,10,"3",20,"8","2014","lateday","11","22",1,"Domestic Shorthair","White",1,"Male","baby","Transfer"
"Ziggy","Dog","1825",1,15,46,"4",21,"8","2014","midday","9","16",1,"Basset Hound","Black",0,"Male","adult","Return_to_owner"
"Myrcelly","Cat","90",1,15,45,"7",11,"10","2015","midday","11","22",1,"Domestic Shorthair","Brown",0,"Female","baby","Adoption"
"Ingrid","Dog","210",1,12,38,"5",1,"5","2015","midday","3","19",1,"Anatol Shepherd","Tan",0,"Female","baby","Transfer"
"Bambi","Dog","730",1,0,0,"5",16,"10","2015","night","5","34",1,"German Shepherd","Brown",0,"Female","adult","Transfer"
"Misty","Dog","1460",1,13,12,"2",11,"3","2014","midday","10","23",1,"Chihuahua Shorthair","Blue",0,"Female","adult","Return_to_owner"
"Mocha","Dog","365",1,13,0,"1",21,"4","2014","midday","11","12",1,"Pit Bull","Brown",0,"Female","baby","Adoption"
"Morpheus","Cat","365",1,17,18,"4",7,"8","2014","lateday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby","Adoption"
"Oliver","Cat","60",1,18,6,"1",28,"10","2013","lateday","18","22",1,"Domestic Shorthair","Orange",1,"Male","baby","Adoption"
"Diamond","Dog","730",1,18,4,"1",16,"11","2015","lateday","10","12",1,"Pit Bull","Blue",0,"Female","adult","Return_to_owner"
"Nameless","Dog","365",0,18,14,"3",5,"8","2015","lateday","8","17",1,"Bruss Griffon","Tricolor",0,"Male","baby","Adoption"
"Junior","Dog","180",1,15,6,"5",17,"10","2014","midday","9","23",1,"Chihuahua Shorthair","Tan",0,"Male","baby","Return_to_owner"
"Snooky","Dog","2920",1,19,1,"1",13,"10","2014","lateday","11","17",1,"Border Collie","Black",0,"Male","adult","Adoption"
"Mccoy","Dog","730",1,11,39,"4",2,"7","2015","night","3","37",1,"German Shepherd","Red",0,"Male","adult","Return_to_owner"
"Palona1","Dog","365",1,8,59,"4",26,"6","2014","morning","5","23",1,"Chihuahua Shorthair","Black",1,"Female","baby","Transfer"
"Junebug","Cat","120",1,13,23,"6",27,"12","2014","midday","4","22",1,"Domestic Shorthair","Blue",0,"Female","baby","Adoption"
"Nameless","Dog","240",0,13,4,"7",10,"8","2014","midday","10","8",0,"Pit Bull","Blue",1,"Female","baby","Transfer"
"Shoshonna","Dog","365",1,12,35,"7",14,"2","2016","midday","3","25",1,"Labrador Retriever","Red",0,"Female","baby","Adoption"
"Leslie","Dog","365",1,18,53,"7",12,"1","2014","lateday","11","17",1,"Cairn Terrier","White",0,"Female","baby","Adoption"
"Chloe","Dog","150",1,11,48,"4",8,"10","2015","night","11","23",1,"Chihuahua Shorthair","White",1,"Female","baby","Transfer"
"Romeo","Cat","5110",1,15,19,"7",4,"1","2015","midday","18","22",1,"Domestic Shorthair","Orange",0,"Male","adult","Transfer"
"Betty","Cat","2555",1,13,53,"7",9,"11","2014","midday","11","22",1,"Domestic Shorthair","Brown",0,"Female","adult","Adoption"
"Middie","Cat","1460",1,13,38,"5",13,"12","2013","midday","5","22",1,"Domestic Shorthair","Black",0,"Female","adult","Return_to_owner"
"Marfa","Cat","365",1,14,50,"7",2,"3","2014","midday","10","22",1,"Domestic Shorthair","Blue",0,"Female","baby","Transfer"
"Nameless","Cat","1095",0,9,0,"1",27,"4","2015","morning","11","22",1,"Domestic Shorthair","Brown",1,"Female","adult","Transfer"
"Vangogh","Dog","365",1,16,27,"7",4,"1","2015","lateday","9","19",1,"German Shepherd","Black",0,"Female","baby","Adoption"
"Rayne","Dog","730",1,15,3,"1",15,"6","2015","midday","9","21",1,"Queensland Heeler","Blue",0,"Female","adult","Adoption"
"Rico","Dog","1460",1,12,12,"4",20,"8","2015","midday","9","19",1,"German Shepherd","Black",0,"Male","adult","Return_to_owner"
"Turbo","Dog","730",1,13,57,"7",6,"9","2015","midday","11","22",1,"Labrador Retriever","Black",0,"Male","adult","Return_to_owner"
"Hunner","Cat","60",1,18,17,"2",7,"7","2015","lateday","11","22",1,"Domestic Shorthair","Black",0,"Male","baby","Adoption"
"Ridley","Dog","1095",1,18,30,"4",21,"1","2016","lateday","11","19",1,"German Shepherd","Brown",0,"Female","adult","Return_to_owner"
"Bruno","Dog","1825",1,11,53,"7",4,"10","2015","night","11","23",1,"Chihuahua Shorthair","Sable",0,"Male","adult","Return_to_owner"
"Biscuit","Dog","4745",1,14,49,"1",23,"12","2013","midday","3","28",1,"Labrador Retriever","Tan",0,"Female","adult","Euthanasia"
"Chimi","Dog","240",1,17,34,"7",14,"2","2016","lateday","9","23",1,"Chihuahua Shorthair","Tan",0,"Male","baby","Return_to_owner"
"Nameless","Cat","365",0,19,10,"5",23,"5","2014","lateday","10","11",1,"Siamese","Seal",1,"Female","baby","Transfer"
"Toby","Dog","730",1,11,24,"2",14,"7","2015","night","5","23",1,"Chihuahua Shorthair","Brown",0,"Male","adult","Return_to_owner"
"Jezzabelle","Dog","120",1,12,52,"4",24,"10","2013","midday","9","18",1,"Border Terrier","White",0,"Female","baby","Adoption"
"Misty","Dog","1460",1,17,7,"3",4,"2","2015","lateday","5","36",1,"Miniature Poodle","Cream",0,"Female","adult","Adoption"
"Murphy","Dog","1095",1,15,44,"7",3,"8","2014","midday","10","25",1,"Australian Cattle Dog","Blue",0,"Male","adult","Transfer"
"Nameless","Dog","1095",0,11,24,"6",4,"10","2014","night","9","19",1,"German Shepherd","Black",1,"Female","adult","Transfer"
"Beaux","Dog","1460",1,12,59,"4",19,"2","2015","midday","11","15",0,"German Shepherd","Brown",0,"Male","adult","Transfer"
"Nameless","Cat","3650",0,14,31,"4",13,"2","2014","midday","12","24",1,"Domestic Medium Hair","Orange",0,"Male","adult","Euthanasia"
"Champ","Dog","730",1,17,53,"1",30,"6","2014","lateday","10","12",1,"Pit Bull","Blue",1,"Male","adult","Return_to_owner"
"Dino","Dog","330",1,15,32,"6",12,"7","2014","midday","5","28",1,"Australian Cattle Dog","Brown",0,"Male","baby","Return_to_owner"
"Nameless","Cat","60",0,14,52,"7",1,"6","2014","midday","17","22",1,"Domestic Shorthair","Brown",1,"Female","baby","Transfer"
"Blackie","Dog","3285",1,18,41,"3",12,"3","2014","lateday","9","13",1,"Shiba Inu","Red",0,"Male","adult","Return_to_owner"
"Nameless","Cat","730",0,9,0,"6",30,"5","2015","morning","17","22",1,"Domestic Shorthair","Brown",1,"Female","adult","Transfer"
"Charlene","Cat","30",1,15,35,"6",3,"10","2015","midday","11","22",1,"Domestic Shorthair","Black",1,"Female","baby","Transfer"
"Bambam","Dog","4015",1,11,12,"7",13,"9","2015","night","11","12",1,"Shih Tzu","Black",0,"Female","adult","Return_to_owner"
"Marmalade","Cat","365",1,14,53,"3",7,"5","2014","midday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby","Transfer"
"Nameless","Dog","60",0,18,32,"6",14,"2","2015","lateday","11","29",1,"Australian Cattle Dog","White",0,"Female","baby","Adoption"
"Louise","Dog","365",1,16,57,"5",9,"10","2015","lateday","3","13",1,"Shiba Inu","Red",0,"Female","baby","Adoption"
"Lucus","Dog","730",1,16,12,"1",4,"5","2015","lateday","9","23",1,"Chihuahua Shorthair","Tan",0,"Male","adult","Return_to_owner"
"Nameless","Cat","1095",0,8,0,"5",30,"5","2014","morning","11","22",1,"Domestic Shorthair","Black",1,"Male","adult","Transfer"
"Destiny","Dog","3285",1,14,22,"6",13,"6","2015","midday","5","22",1,"Labrador Retriever","Brown",0,"Female","adult","Adoption"
"Nameless","Cat","120",0,9,0,"7",19,"7","2015","morning","11","22",1,"Domestic Shorthair","Brown",1,"Male","baby","Transfer"
"Mikey","Cat","1095",1,17,54,"2",22,"10","2013","lateday","11","6",0,"Bengal","Brown",0,"Male","adult","Adoption"
"Ollie","Cat","60",1,12,45,"2",29,"10","2013","midday","10","24",1,"Domestic Medium Hair","Blue",0,"Male","baby","Adoption"
"Hank","Dog","90",1,17,13,"3",13,"8","2014","lateday","9","17",1,"Cairn Terrier","Tan",0,"Male","baby","Adoption"
"Zeus","Dog","365",1,16,14,"6",13,"2","2016","lateday","11","19",1,"German Shepherd","Brown",1,"Male","baby","Return_to_owner"
"Nameless","Cat","365",0,9,0,"2",6,"10","2015","morning","4","22",1,"Domestic Shorthair","Blue",0,"Male","baby","Transfer"
"Nameless","Dog","150",0,16,48,"6",27,"9","2014","lateday","5","13",0,"Border Collie","Black",0,"Female","baby","Transfer"
"Money","Dog","365",1,17,43,"4",23,"7","2015","lateday","11","12",1,"Pit Bull","Brown",0,"Female","baby","Return_to_owner"
"Dale","Dog","150",1,13,10,"7",5,"1","2014","midday","19","32",1,"Australian Cattle Dog","Brown",1,"Male","baby","Return_to_owner"
"Sierra","Cat","270",1,19,0,"3",13,"8","2014","lateday","6","22",1,"Domestic Shorthair","Agouti",0,"Female","baby","Return_to_owner"
"Carmen","Dog","730",1,11,51,"5",6,"6","2014","night","19","23",1,"Chihuahua Shorthair","White",0,"Female","adult","Adoption"
"Meow","Cat","3650",1,12,20,"1",4,"5","2015","midday","11","22",1,"Domestic Shorthair","Black",0,"Female","adult","Adoption"
"Woodrow","Dog","365",1,12,47,"7",14,"12","2014","midday","9","23",1,"Miniature Schnauzer","White",0,"Male","baby","Adoption"
"Rosie","Dog","30",1,18,20,"2",28,"1","2014","lateday","11","22",1,"Labrador Retriever","Black",0,"Female","baby","Adoption"
"Bear","Dog","730",1,16,42,"1",1,"12","2014","lateday","8","20",1,"English Shepherd","Tricolor",0,"Male","adult","Adoption"
"Nameless","Cat","150",0,9,0,"4",28,"8","2014","morning","10","11",1,"Siamese","Lynx",1,"Female","baby","Transfer"
"Stella","Dog","1825",1,14,5,"5",18,"4","2014","midday","5","17",1,"West Highland","White",0,"Female","adult","Transfer"
"Carla","Dog","1095",1,11,58,"5",27,"3","2015","night","5","12",1,"Pit Bull","White",1,"Female","adult","Transfer"
"Deltadawn","Dog","1825",1,16,46,"7",22,"6","2014","lateday","5","22",1,"Labrador Retriever","Brown",1,"Female","adult","Euthanasia"
"Samantha","Dog","180",1,16,36,"2",15,"9","2015","lateday","5","19",1,"German Shepherd","Sable",1,"Female","baby","Return_to_owner"
"Nameless","Cat","3",0,13,32,"6",28,"6","2014","midday","10","22",1,"Domestic Shorthair","Blue",1,"Female","baby","Transfer"
"Aggie","Cat","365",1,13,11,"4",12,"12","2013","midday","11","22",1,"Domestic Shorthair","Black",0,"Female","baby","Transfer"
"Jack","Cat","120",1,10,51,"4",1,"1","2015","morning","17","22",1,"Domestic Shorthair","Brown",0,"Male","baby","Adoption"
"Nameless","Cat","14",0,13,44,"7",25,"5","2014","midday","11","22",1,"Domestic Shorthair","Brown",1,"Male","baby","Transfer"
"Nameless","Dog","6",0,18,52,"4",4,"6","2015","lateday","13","28",1,"Chihuahua Shorthair","Brown",3,"Unknown","baby","Transfer"
"Magnus","Dog","730",1,11,15,"7",2,"2","2014","night","9","14",1,"Boxer","Red",0,"Male","adult","Return_to_owner"
"Butters","Dog","3650",1,13,55,"6",3,"5","2014","midday","4","33",1,"Cocker Spaniel","Buff",0,"Female","adult","Transfer"
"Louden","Dog","1825",1,11,15,"2",3,"2","2015","night","3","22",1,"Labrador Retriever","Red",0,"Female","adult","Return_to_owner"
"Nameless","Cat","730",0,13,37,"7",20,"10","2013","midday","6","22",1,"Domestic Shorthair","Calico",1,"Female","adult","Transfer"
"Spencer","Dog","2920",1,8,3,"2",30,"9","2014","morning","6","22",1,"Labrador Retriever","Yellow",0,"Male","adult","Adoption"
"Bree","Dog","1460",1,12,25,"3",3,"9","2014","midday","5","22",1,"Labrador Retriever","Black",0,"Female","adult","Euthanasia"
"Nameless","Cat","300",0,19,15,"2",2,"2","2016","lateday","11","22",1,"Domestic Shorthair","Black",0,"Female","baby","Transfer"
"Nameless","Cat","14",0,15,30,"7",6,"9","2015","midday","12","11",1,"Siamese","Tortie",3,"Unknown","baby","Transfer"
"Bobbie","Dog","90",1,17,13,"5",2,"10","2015","lateday","5","13",1,"Catahoula","Sable",0,"Female","baby","Transfer"
"Candy 2","Dog","270",1,11,54,"5",13,"12","2013","night","11","25",1,"Shih Tzu","White",1,"Female","baby","Transfer"
"Peeka","Cat","2190",1,13,18,"7",15,"2","2015","midday","6","22",1,"Domestic Shorthair","Calico",1,"Female","adult","Transfer"
"Blanca","Dog","365",1,11,25,"6",14,"3","2015","night","11","18",1,"Pit Bull","White",0,"Female","baby","Return_to_owner"
"Roma","Dog","730",1,18,13,"2",12,"1","2016","lateday","9","27",1,"Pit Bull","Tan",0,"Female","adult","Adoption"
"Duke","Dog","730",1,17,51,"1",12,"1","2015","lateday","9","9",1,"Boxer","Red",0,"Male","adult","Return_to_owner"
"Nameless","Cat","60",0,17,15,"2",26,"5","2015","lateday","16","22",1,"Domestic Shorthair","Blue",1,"Male","baby","Transfer"
"Nameless","Dog","60",0,0,0,"4",24,"9","2015","night","9","23",1,"Chihuahua Shorthair","Tan",0,"Male","baby","Adoption"
"Hilary","Dog","2555",1,14,48,"6",30,"11","2013","midday","9","34",1,"Australian Shepherd","White",0,"Female","adult","Return_to_owner"
"Oliver","Dog","1095",1,14,5,"7",13,"10","2013","midday","9","17",1,"Cairn Terrier","Tan",0,"Male","adult","Adoption"
"Chico","Dog","1460",1,12,31,"5",23,"1","2015","midday","9","14",1,"Rottweiler","Black",0,"Male","adult","Transfer"
"Seattle","Cat","3650",1,13,57,"2",29,"9","2015","midday","11","15",1,"Cornish Rex","White",0,"Male","adult","Return_to_owner"
"Yoshi","Cat","60",1,16,52,"3",9,"7","2014","lateday","11","7",0,"Siamese","Lilac",0,"Male","baby","Adoption"
"Princess","Dog","365",1,13,4,"6",24,"1","2015","midday","11","31",1,"Chihuahua Shorthair","White",0,"Female","baby","Adoption"
"Nameless","Cat","14",0,18,19,"2",10,"3","2015","lateday","11","22",1,"Domestic Shorthair","White",3,"Unknown","baby","Transfer"
"Big Joe","Dog","30",1,17,51,"5",11,"7","2014","lateday","11","28",1,"Labrador Retriever","Black",0,"Male","baby","Adoption"
"Sassy","Cat","180",1,11,29,"6",17,"5","2014","night","6","21",1,"Domestic Longhair","Tortie",0,"Female","baby","Transfer"
"Jack","Dog","240",1,17,21,"3",20,"5","2015","lateday","4","23",1,"Miniature Schnauzer","Buff",0,"Male","baby","Adoption"
"Fifi","Dog","365",1,18,53,"2",20,"1","2015","lateday","11","40",1,"Miniature Schnauzer","Brown",0,"Female","baby","Return_to_owner"
"Halo","Cat","365",1,14,32,"7",8,"12","2013","midday","6","22",1,"Domestic Shorthair","Calico",0,"Female","baby","Transfer"
"Loki","Cat","1095",1,17,33,"6",7,"12","2013","lateday","12","22",1,"Domestic Shorthair","Orange",0,"Male","adult","Adoption"
"Nameless","Dog","1095",0,18,54,"6",17,"5","2014","lateday","10","21",1,"Yorkshire Terrier","Tan",0,"Female","adult","Transfer"
"Nameless","Dog","270",0,13,9,"6",11,"10","2014","midday","10","12",1,"Pit Bull","Blue",1,"Male","baby","Transfer"
"Sam","Cat","150",1,17,25,"7",1,"12","2013","lateday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby","Adoption"
"Lovely","Dog","365",1,11,35,"2",24,"12","2013","night","11","12",1,"Pit Bull","Black",0,"Female","baby","Adoption"
"Caddie","Dog","240",1,12,29,"7",10,"5","2015","midday","11","24",1,"Border Collie","Black",0,"Female","baby","Adoption"
"Zilkie","Dog","730",1,13,34,"6",15,"2","2014","midday","3","13",1,"Shiba Inu","Red",0,"Male","adult","Adoption"
"Tulsi","Dog","330",1,11,13,"7",27,"12","2015","night","5","14",1,"Toy Poodle","Brown",1,"Female","baby","Return_to_owner"
"Duke","Dog","2190",1,19,8,"5",3,"1","2014","lateday","11","23",1,"Flat Coat Retriever","Black",0,"Male","adult","Return_to_owner"
"Katydid","Cat","60",1,17,54,"7",26,"7","2015","lateday","11","22",1,"Domestic Shorthair","Black",0,"Male","baby","Adoption"
"Lamar","Cat","60",1,8,13,"6",25,"7","2015","morning","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby","Adoption"
"Frisco","Dog","365",1,14,30,"5",6,"6","2014","midday","9","9",1,"Boxer","Red",0,"Male","baby","Transfer"
"Chuy","Dog","730",1,18,2,"2",7,"1","2014","lateday","19","19",1,"English Bulldog","White",0,"Male","adult","Adoption"
"Tuxedo","Dog","730",1,13,56,"4",15,"1","2015","midday","5","22",1,"Labrador Retriever","Black",0,"Male","adult","Return_to_owner"
