"ID","Name","OutcomeType","AnimalType","SexuponOutcome","Breed","Color","isTrain","AgeinDays","NameNoName","Year","Month","Day","Hour","Minute","DayOfTheWeek","WeekEnd","Situation","Sex","DayPhase","BreedSimplified","LifePhase"
"A675277","Stella","Adoption","Dog","Intact Female","PitBullMix","Blue/White",TRUE,"150","TRUE","2014","03","30","16","30","1","TRUE","Intact","Female","afternoon","Mix","puppy"
"A678256","Chuy","Adoption","Dog","Neutered Male","ManchesterTerrier/ToyFoxTerrier","Black/White",TRUE,"330","TRUE","2014","05","23","16","26","6","FALSE","Neutered","Male","afternoon","Hybrid","puppy"
"A618757","Penelope","Return_to_owner","Dog","Spayed Female","Boxer/Staffordshire","Tan/White",TRUE,"1825","TRUE","2014","04","02","14","22","4","FALSE","Spayed","Female","afternoon","Hybrid","adult"
"A705587","","Transfer","Dog","Intact Male","GermanShepherdMix","Sable",TRUE,"120","FALSE","2015","06","19","18","04","6","FALSE","Intact","Male","afternoon","Mix","puppy"
"A684012","Lucca","Return_to_owner","Dog","Neutered Male","ChihuahuaShorthairMix","Gold",TRUE,"1460","TRUE","2014","07","26","16","10","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"A704955","Austin","Adoption","Dog","Neutered Male","JackRussellTerrierMix","White/Black",TRUE,"1460","TRUE","2015","07","03","18","46","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"A695996","Butters","Adoption","Dog","Neutered Male","ChihuahuaLonghair","Brown",TRUE,"730","TRUE","2015","02","01","17","39","1","TRUE","Neutered","Male","afternoon","Pure","adult"
"A695675","Louie","Adoption","Dog","Neutered Male","Dachshund/ChihuahuaShorthair","Chocolate/Tan",TRUE,"150","TRUE","2015","01","29","13","44","5","FALSE","Neutered","Male","afternoon","Hybrid","puppy"
"A597828","Miss Sugar","Return_to_owner","Dog","Spayed Female","PitBullMix","White/Blue",TRUE,"1825","TRUE","2015","10","07","18","59","4","FALSE","Spayed","Female","afternoon","Mix","adult"
"A701000","Gabriella","Transfer","Dog","Spayed Female","RottweilerMix","Black/Tan",TRUE,"3650","TRUE","2015","06","01","16","45","2","FALSE","Spayed","Female","afternoon","Mix","senior"
"A615647","Vegas","Return_to_owner","Dog","Spayed Female","AustralianCattleDogMix","Blue Tick/Black",TRUE,"1460","TRUE","2014","06","08","15","06","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"A178569","Boti","Return_to_owner","Dog","Neutered Male","ShetlandSheepdogMix","White/Black",TRUE,"5475","TRUE","2014","03","23","15","57","1","TRUE","Neutered","Male","afternoon","Mix","senior"
"A710631","Chip","Transfer","Dog","Intact Female","ChihuahuaShorthairMix","White/Tan",TRUE,"30","TRUE","2015","08","26","13","01","4","FALSE","Intact","Female","afternoon","Mix","gestation"
"A713354","","Adoption","Dog","Spayed Female","PitBullMix","Blue/White",TRUE,"1095","FALSE","2015","10","10","17","15","7","TRUE","Spayed","Female","afternoon","Mix","adult"
"A703603","","Transfer","Dog","Neutered Male","PekingeseMix","Brown/Black",TRUE,"150","FALSE","2015","06","03","12","03","4","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A647359","Brandy","Adoption","Dog","Spayed Female","GermanShepherdMix","Brown",TRUE,"330","TRUE","2013","12","02","14","21","2","FALSE","Spayed","Female","afternoon","Mix","puppy"
"A686172","","Transfer","Dog","Intact Female","AustralianKelpieMix","Black/White",TRUE,"21","FALSE","2014","08","20","14","06","4","FALSE","Intact","Female","afternoon","Mix","gestation"
"A653434","Sprite","Return_to_owner","Dog","Spayed Female","LabradorRetrieverMix","Black",TRUE,"1825","TRUE","2014","01","08","15","02","4","FALSE","Spayed","Female","afternoon","Mix","adult"
"A700253","Jesse","Adoption","Dog","Intact Female","ChihuahuaShorthairMix","Brown Brindle",TRUE,"1825","TRUE","2015","05","03","18","16","1","TRUE","Intact","Female","afternoon","Mix","adult"
"A664119","Skipper","Adoption","Dog","Spayed Female","AustralianCattleDogMix","Blue Tick/White",TRUE,"120","TRUE","2014","01","10","17","04","6","FALSE","Spayed","Female","afternoon","Mix","puppy"
"A695104","Charlie","Adoption","Dog","Neutered Male","ChihuahuaShorthair/ItalianGreyhound","Black/Tan",TRUE,"240","TRUE","2015","01","19","16","22","2","FALSE","Neutered","Male","afternoon","Hybrid","puppy"
"A664795","Zilla","Adoption","Dog","Neutered Male","YorkshireTerrier/MiniatureSchnauzer","Gray/Tan",TRUE,"330","TRUE","2013","10","13","13","24","1","TRUE","Neutered","Male","afternoon","Hybrid","puppy"
"A681095","Bear","Adoption","Dog","Neutered Male","AustralianShepherd/BorderCollie","Brown/White",TRUE,"730","TRUE","2015","03","21","18","15","7","TRUE","Neutered","Male","afternoon","Hybrid","adult"
"A686454","Louie","Adoption","Dog","Neutered Male","ChihuahuaShorthairMix","Tan",TRUE,"330","TRUE","2014","08","26","11","59","3","FALSE","Neutered","Male","morning","Mix","puppy"
"A708411","Bravi","Return_to_owner","Dog","Neutered Male","CarolinaDogMix","Red/White",TRUE,"730","TRUE","2016","02","15","11","48","2","FALSE","Neutered","Male","morning","Mix","adult"
"A686595","Petunia","Adoption","Dog","Spayed Female","LabradorRetrieverMix","Tan/White",TRUE,"730","TRUE","2014","09","07","13","37","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"A718399","Charlie","Return_to_owner","Dog","Neutered Male","AmericanPitBullTerrier/LabradorRetriever","Chocolate/White",TRUE,"730","TRUE","2015","12","30","16","59","4","FALSE","Neutered","Male","afternoon","Hybrid","adult"
"A685563","Captain","Adoption","Dog","Neutered Male","Catahoula/Pointer","Brown Merle",TRUE,"60","TRUE","2014","08","12","17","56","3","FALSE","Neutered","Male","afternoon","Hybrid","gestation"
"A694251","","Euthanasia","Dog","Intact Female","PitBullMix","White/Black",TRUE,"730","FALSE","2015","01","03","15","22","7","TRUE","Intact","Female","afternoon","Mix","adult"
"A665191","Ginger","Adoption","Dog","Spayed Female","LabradorRetriever","Black",TRUE,"240","TRUE","2013","12","21","16","40","7","TRUE","Spayed","Female","afternoon","Pure","puppy"
"A647338","Pinocchio","Transfer","Dog","Neutered Male","PitBullMix","White/Red",TRUE,"1095","TRUE","2015","10","01","12","33","5","FALSE","Neutered","Male","afternoon","Mix","adult"
"A695966","","Adoption","Dog","Spayed Female","DachshundMix","Tricolor",TRUE,"30","FALSE","2015","02","25","17","57","4","FALSE","Spayed","Female","afternoon","Mix","gestation"
"A560007","Alfie","Return_to_owner","Dog","Neutered Male","MiniatureSchnauzer","Gray",TRUE,"2190","TRUE","2014","06","01","18","50","1","TRUE","Neutered","Male","afternoon","Pure","adult"
"A715119","Lucy","Return_to_owner","Dog","Spayed Female","AiredaleTerrierMix","Brown/Black",TRUE,"120","TRUE","2015","11","05","11","36","5","FALSE","Spayed","Female","morning","Mix","puppy"
"A658510","Katrina","Adoption","Dog","Spayed Female","GreatPyrenees/GermanShepherd","White/Cream",TRUE,"1095","TRUE","2013","12","20","18","31","6","FALSE","Spayed","Female","afternoon","Hybrid","adult"
"A720377","Whiskey","Return_to_owner","Dog","Neutered Male","LabradorRetrieverMix","Tan/White",TRUE,"365","TRUE","2016","02","18","11","39","5","FALSE","Neutered","Male","morning","Mix","adolescent"
"A689929","Wilson","Transfer","Dog","Neutered Male","ShihTzu/AustralianShepherd","Red Merle",TRUE,"1095","TRUE","2015","02","18","11","29","4","FALSE","Neutered","Male","morning","Hybrid","adult"
"A715865","Polly","Adoption","Dog","Spayed Female","ChihuahuaShorthair/Dachshund","Black/White",TRUE,"1095","TRUE","2015","11","21","13","03","7","TRUE","Spayed","Female","afternoon","Hybrid","adult"
"A677844","Astro","Euthanasia","Dog","Neutered Male","Dachshund/ChihuahuaShorthair","Red/White",TRUE,"730","TRUE","2014","07","13","11","37","1","TRUE","Neutered","Male","morning","Hybrid","adult"
"A689176","Niko","Adoption","Dog","Neutered Male","LabradorRetrieverMix","Black",TRUE,"150","TRUE","2014","10","05","18","03","1","TRUE","Neutered","Male","afternoon","Mix","puppy"
"A566795","Lucky","Return_to_owner","Dog","Spayed Female","PitBullMix","Brown Brindle/White",TRUE,"2190","TRUE","2014","07","18","16","24","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"A694919","","Euthanasia","Dog","Intact Male","ChihuahuaShorthairMix","Tan",TRUE,"3650","FALSE","2015","01","06","17","50","3","FALSE","Intact","Male","afternoon","Mix","senior"
"A712736","Rocky","Return_to_owner","Dog","Intact Male","ChihuahuaShorthairMix","Black/White",TRUE,"365","TRUE","2015","09","28","13","11","2","FALSE","Intact","Male","afternoon","Mix","adolescent"
"A694579","Mox","Return_to_owner","Dog","Spayed Female","LabradorRetrieverMix","Black/White",TRUE,"365","TRUE","2015","01","04","12","13","1","TRUE","Spayed","Female","afternoon","Mix","adolescent"
"A700502","Marley","Return_to_owner","Dog","Intact Male","Dachshund/LabradorRetriever","Brown",TRUE,"365","TRUE","2015","04","21","17","40","3","FALSE","Intact","Male","afternoon","Hybrid","adolescent"
"A267174","Jackie","Return_to_owner","Dog","Neutered Male","JackRussellTerrierMix","White/Brown",TRUE,"4380","TRUE","2014","03","19","11","39","4","FALSE","Neutered","Male","morning","Mix","senior"
"A694861","Butterscotch","Transfer","Dog","Intact Male","ShihTzuMix","White/Brown",TRUE,"1825","TRUE","2015","01","09","12","27","6","FALSE","Intact","Male","afternoon","Mix","adult"
"A679037","Haddie","Adoption","Dog","Spayed Female","ChihuahuaShorthair/Dachshund","Tricolor",TRUE,"730","TRUE","2014","06","01","11","12","1","TRUE","Spayed","Female","morning","Hybrid","adult"
"A678054","Buster","Adoption","Dog","Neutered Male","StaffordshireMix","White/Tan",TRUE,"365","TRUE","2014","05","26","11","54","2","FALSE","Neutered","Male","morning","Mix","adolescent"
"A669124","","Transfer","Dog","Spayed Female","MiniaturePoodleMix","Brown",TRUE,"2920","FALSE","2013","12","20","11","34","6","FALSE","Spayed","Female","morning","Mix","adult"
"A682512","Luke","Adoption","Dog","Neutered Male","PointerMix","White/Brown Brindle",TRUE,"240","TRUE","2014","07","13","15","18","1","TRUE","Neutered","Male","afternoon","Mix","puppy"
"A711901","Hope","Return_to_owner","Dog","Spayed Female","AustralianShepherdMix","White/Brown",TRUE,"1825","TRUE","2015","09","17","15","21","5","FALSE","Spayed","Female","afternoon","Mix","adult"
"A668925","Sascha","Adoption","Dog","Spayed Female","GermanShepherdMix","Sable/Black",TRUE,"730","TRUE","2014","01","03","17","16","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"A670840","Dante","Return_to_owner","Dog","Spayed Female","LabradorRetrieverMix","Tan",TRUE,"1825","TRUE","2014","01","16","11","27","5","FALSE","Spayed","Female","morning","Mix","adult"
"A688693","Duchess","Return_to_owner","Dog","Spayed Female","LabradorRetriever","Tan/Buff",TRUE,"365","TRUE","2014","09","22","14","30","2","FALSE","Spayed","Female","afternoon","Pure","adolescent"
"A667600","Junebug","Adoption","Dog","Spayed Female","AustralianKelpieMix","Black",TRUE,"210","TRUE","2014","01","10","14","14","6","FALSE","Spayed","Female","afternoon","Mix","puppy"
"A662200","Jackson","Adoption","Dog","Neutered Male","BassetHoundMix","Blue Merle/Brown",TRUE,"150","TRUE","2013","11","02","18","49","7","TRUE","Neutered","Male","afternoon","Mix","puppy"
"A671433","Felicity","Adoption","Dog","Spayed Female","ChihuahuaShorthairMix","Tricolor",TRUE,"30","TRUE","2014","03","08","17","42","7","TRUE","Spayed","Female","afternoon","Mix","gestation"
"A685397","","Adoption","Dog","Neutered Male","BeagleMix","Tricolor",TRUE,"30","FALSE","2014","08","20","10","41","4","FALSE","Neutered","Male","morning","Mix","gestation"
"A674880","Lola","Adoption","Dog","Spayed Female","MiniaturePoodle/MiniatureSchnauzer","Chocolate",TRUE,"90","TRUE","2014","03","23","18","20","1","TRUE","Spayed","Female","afternoon","Hybrid","puppy"
"A717623","Tawanee","Adoption","Dog","Spayed Female","LabradorRetrieverMix","Yellow",TRUE,"730","TRUE","2015","12","20","17","57","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"A703350","Luke","Adoption","Dog","Neutered Male","LabradorRetrieverMix","Black",TRUE,"365","TRUE","2015","05","27","12","58","4","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"A690820","Honey","Euthanasia","Dog","Spayed Female","PitBullMix","Red",TRUE,"1825","TRUE","2014","11","04","14","55","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"A618639","Daisy","Adoption","Dog","Spayed Female","MiniaturePoodleMix","White/Apricot",TRUE,"730","TRUE","2014","07","24","18","10","5","FALSE","Spayed","Female","afternoon","Mix","adult"
"A708648","Wendell","Return_to_owner","Dog","Intact Male","LabradorRetrieverMix","Black",TRUE,"2920","TRUE","2015","08","10","18","35","2","FALSE","Intact","Male","afternoon","Mix","adult"
"A665874","Trip","Return_to_owner","Dog","Neutered Male","PitBullMix","Brown/White",TRUE,"365","TRUE","2014","01","13","12","40","2","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"A716646","","Adoption","Dog","Neutered Male","CarolinaDogMix","Sable",TRUE,"150","FALSE","2015","11","28","00","00","7","TRUE","Neutered","Male","night","Mix","puppy"
"A603830","Trooper","Adoption","Dog","Neutered Male","LabradorRetrieverMix","Black/White",TRUE,"1460","TRUE","2013","12","24","15","54","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"A705421","Aladin","Adoption","Dog","Neutered Male","GermanShepherd/LabradorRetriever","Tricolor",TRUE,"150","TRUE","2015","07","29","18","06","4","FALSE","Neutered","Male","afternoon","Hybrid","puppy"
"A715870","","Adoption","Dog","Neutered Male","LabradorRetrieverMix","White/Tan",TRUE,"60","FALSE","2015","11","17","16","45","3","FALSE","Neutered","Male","afternoon","Mix","gestation"
"A648744","Claire","Return_to_owner","Dog","Spayed Female","AnatolShepherdMix","White/Tricolor",TRUE,"365","TRUE","2013","10","01","12","27","3","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"A691206","","Adoption","Dog","Neutered Male","DachshundLonghair","Tan/White",TRUE,"300","FALSE","2014","11","05","18","22","4","FALSE","Neutered","Male","afternoon","Pure","puppy"
"A666941","Pearl","Transfer","Dog","Spayed Female","PitBullMix","White",TRUE,"730","TRUE","2014","04","25","15","55","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"A690116","","Adoption","Dog","Spayed Female","QueenslandHeelerMix","Red Tick",TRUE,"60","FALSE","2014","10","19","18","36","1","TRUE","Spayed","Female","afternoon","Mix","gestation"
"A670535","Sid","Return_to_owner","Dog","Intact Male","LabradorRetrieverMix","Black",TRUE,"365","TRUE","2014","01","12","15","15","1","TRUE","Intact","Male","afternoon","Mix","adolescent"
"A689395","Oso","Return_to_owner","Dog","Neutered Male","LabradorRetriever","Black",TRUE,"730","TRUE","2014","10","13","18","35","2","FALSE","Neutered","Male","afternoon","Pure","adult"
"A593537","Chacha","Return_to_owner","Dog","Spayed Female","LabradorRetrieverMix","Black",TRUE,"2190","TRUE","2015","12","01","14","49","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"A695940","Max","Return_to_owner","Dog","Neutered Male","GermanShepherdMix","Sable",TRUE,"365","TRUE","2015","05","09","18","15","7","TRUE","Neutered","Male","afternoon","Mix","adolescent"
"A689091","Reese","Adoption","Dog","Spayed Female","PitBull/LabradorRetriever","Black",TRUE,"60","TRUE","2014","10","08","16","50","4","FALSE","Spayed","Female","afternoon","Hybrid","gestation"
"A684579","Jack","Transfer","Dog","Neutered Male","CollieSmoothMix","Black",TRUE,"730","TRUE","2014","08","02","11","59","7","TRUE","Neutered","Male","morning","Mix","adult"
"A708640","","Adoption","Dog","Neutered Male","LabradorRetrieverMix","Black/White",TRUE,"365","FALSE","2015","08","02","18","18","1","TRUE","Neutered","Male","afternoon","Mix","adolescent"
"A675790","Annie","Return_to_owner","Dog","Spayed Female","AustralianCattleDogMix","Black/White",TRUE,"2555","TRUE","2014","04","01","14","39","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"A310394","Carolina","Return_to_owner","Dog","Spayed Female","ChowChow/CardiganWelshCorgi","Red/White",TRUE,"4015","TRUE","2014","11","17","12","04","2","FALSE","Spayed","Female","afternoon","Hybrid","senior"
"A693322","Lola","Adoption","Dog","Spayed Female","BassetHound","Tricolor",TRUE,"1460","TRUE","2014","12","07","16","25","1","TRUE","Spayed","Female","afternoon","Pure","adult"
"A704077","Sullivan","Return_to_owner","Dog","Neutered Male","Maltese/ShihTzu","White/Brown",TRUE,"150","TRUE","2015","06","02","16","53","3","FALSE","Neutered","Male","afternoon","Hybrid","puppy"
"A675600","Lucy","Return_to_owner","Dog","Spayed Female","BeagleMix","Tricolor",TRUE,"1825","TRUE","2014","03","31","19","01","2","FALSE","Spayed","Female","afternoon","Mix","adult"
"A697421","Skywalker","Adoption","Dog","Neutered Male","LabradorRetriever/Greyhound","Tan/White",TRUE,"90","TRUE","2015","02","27","19","00","6","FALSE","Neutered","Male","afternoon","Hybrid","puppy"
"A685963","Cash","Return_to_owner","Dog","Intact Male","PitBullMix","Blue/White",TRUE,"365","TRUE","2014","08","26","12","56","3","FALSE","Intact","Male","afternoon","Mix","adolescent"
"A714060","Tito","Return_to_owner","Dog","Neutered Male","ChihuahuaShorthairMix","Tan/White",TRUE,"2190","TRUE","2015","10","20","16","28","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"A681991","Jessie","Adoption","Dog","Spayed Female","RatTerrier","Tricolor",TRUE,"3650","TRUE","2014","07","26","12","30","7","TRUE","Spayed","Female","afternoon","Pure","senior"
"A714484","Chaucer","Euthanasia","Dog","Neutered Male","EnglishSpringerSpaniel/Beagle","Black/White",TRUE,"3650","TRUE","2015","12","30","09","33","4","FALSE","Neutered","Male","morning","Hybrid","senior"
"A676382","Dana","Transfer","Dog","Spayed Female","LabradorRetrieverMix","White/Brown",TRUE,"180","TRUE","2014","04","15","15","02","3","FALSE","Spayed","Female","afternoon","Mix","puppy"
"A710405","Peanut","Euthanasia","Dog","Intact Male","AustralianCattleDogMix","Brown Brindle",TRUE,"5840","TRUE","2015","08","28","17","27","6","FALSE","Intact","Male","afternoon","Mix","senior"
"A691155","Clyde","Return_to_owner","Dog","Intact Male","LabradorRetriever/AustralianCattleDog","Black/White",TRUE,"270","TRUE","2014","11","09","13","38","1","TRUE","Intact","Male","afternoon","Hybrid","puppy"
